Status Conciliação;Data Crédito;Administradora;Estabelecimento;Parcela;Valor Bruto;Valor Desconto;Valor Desconto Antecipado;Valor Pago;Status Pagamento;Bandeira;Data Resumo;Nº Resumo;Produto;Banco;Agência;Conta;Ident. Transação;Ponto de Venda;Tipo de Venda;Forma de Pagamento;Status Conc. Bancaria;Taxa (%);Total de Parcelas;CNPJ
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;54,00;1,55;0,00;52,03;Pago;Sodexo Alimentação;2025-01-17;0000483743;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;70,00;2,02;0,00;67,26;Pago;Sodexo Alimentação;2025-01-18;0000469730;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;70,00;2,02;0,00;67,26;Pago;Sodexo Alimentação;2025-01-20;0000721101;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;53,00;1,53;0,00;50,92;Pago;Sodexo Alimentação;2025-01-20;0000713898;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SÃO JOSÉ;1;200,00;5,76;0,00;192,18;Pago;Sodexo Alimentação;2025-01-20;0000760174;Sodexo alimentação;Banco Santander;2271;13004406;;1634325;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0026-55
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOGI GUAÇU;1;167,97;4,84;0,00;161,40;Pago;Sodexo Alimentação;2025-01-21;0000407835;Sodexo alimentação;Banco Santander;2271;13004406;;2906959;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0048-60
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;74,46;2,14;0,00;71,55;Pago;Sodexo Alimentação;2025-01-22;0000469765;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE II;1;16,62;0,48;0,00;15,97;Pago;Sodexo Alimentação;2025-01-23;0000711315;Sodexo alimentação;Banco Santander;2271;13004406;;2923619;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0053-28
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARULHOS;1;7,67;0,22;0,00;7,39;Pago;Sodexo Alimentação;2025-01-17;0000789857;Sodexo alimentação;Banco Santander;2271;13004406;;1585198;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0009-54
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO INDAIATUBA;1;683,00;19,68;0,00;656,29;Pago;Sodexo Alimentação;2025-01-20;0000707892;Sodexo alimentação;Banco Santander;2271;13004406;;3069095;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0050-85
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;540,68;15,56;0,00;519,56;Pago;Sodexo Alimentação;2025-01-18;0000721071;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;164,00;4,72;0,00;158,01;Pago;Sodexo Alimentação;2025-01-17;0000479584;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;289,42;8,34;0,00;278,10;Pago;Sodexo Alimentação;2025-01-18;0000779607;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JANDIRA;1;25,94;0,75;0,00;24,99;Pago;Sodexo Alimentação;2025-01-17;0000446138;Sodexo alimentação;Banco Santander;2271;13004406;;1531111;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0022-21
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;84,35;2,43;0,00;81,05;Pago;Sodexo Alimentação;2025-01-20;0000467338;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;32,00;0,92;0,00;30,75;Pago;Sodexo Alimentação;2025-01-22;0000439696;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;54,65;1,57;0,00;52,52;Pago;Sodexo Alimentação;2025-01-23;0000528247;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO TAIPAS;1;45,21;1,30;0,00;43,44;Pago;Sodexo Alimentação;2025-01-19;0000458890;Sodexo alimentação;Banco Santander;2271;13004406;;1585223;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0025-74
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO TAIPAS;1;25,00;0,72;0,00;24,02;Pago;Sodexo Alimentação;2025-01-18;0000760328;Sodexo alimentação;Banco Santander;2271;13004406;;1585223;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0025-74
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;16,40;0,47;0,00;15,76;Pago;Sodexo Alimentação;2025-01-23;0000778223;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;111,66;3,22;0,00;107,29;Pago;Sodexo Alimentação;2025-01-20;0000786729;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;308,20;8,88;0,00;296,94;Pago;Sodexo Alimentação;2025-01-16;0000483735;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;400,23;11,53;0,00;384,58;Pago;Sodexo Alimentação;2025-01-20;0000778198;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;72,85;2,10;0,00;70,00;Pago;Sodexo Alimentação;2025-01-21;0000467346;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;47,45;1,37;0,00;45,59;Pago;Sodexo Alimentação;2025-01-21;0000475870;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;11,46;0,33;0,00;11,01;Pago;Sodexo Gift Pass;2025-01-22;0000488223;Sodexo gift pass;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;17,48;0,50;0,00;16,80;Pago;Sodexo Alimentação;2025-01-19;0000801682;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VILA EMA;1;31,36;0,90;0,00;30,14;Pago;Sodexo Alimentação;2025-01-20;0000767911;Sodexo alimentação;Banco Santander;2271;13004406;;2061684;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0036-27
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;21,61;0,62;0,00;20,77;Pago;Sodexo Alimentação;2025-01-19;0000439664;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;54,00;1,56;0,00;51,88;Pago;Sodexo Alimentação;2025-01-18;0000713881;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;261,90;7,53;0,00;252,34;Pago;Sodexo Alimentação;2025-01-17;0000461697;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;61,47;1,77;0,00;59,07;Pago;Sodexo Alimentação;2025-01-23;0000482188;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;7,49;0,22;0,00;7,19;Pago;Sodexo Alimentação;2025-01-18;0000721074;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,94;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;21,78;0,63;0,00;20,93;Pago;Sodexo Alimentação;2025-01-21;0000488204;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BONSUCESSO;1;103,66;2,99;0,00;99,60;Pago;Sodexo Alimentação;2025-01-23;0000461744;Sodexo alimentação;Banco Santander;2271;13004406;;2061713;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0035-46
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;15,17;0,44;0,00;14,57;Pago;Sodexo Alimentação;2025-01-19;0000412956;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;22,09;0,64;0,00;21,22;Pago;Sodexo Alimentação;2025-01-20;0000482149;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,90;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;25,96;0,75;0,00;24,94;Pago;Sodexo Alimentação;2025-01-18;0000783830;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;108,00;3,11;0,00;104,06;Pago;Sodexo Alimentação;2025-01-17;0000457084;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;34,60;1,00;0,00;33,24;Pago;Sodexo Alimentação;2025-01-21;0000479372;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;240,00;6,91;0,00;230,62;Pago;Sodexo Alimentação;2025-01-23;0000778232;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;90,00;2,59;0,00;86,48;Pago;Sodexo Alimentação;2025-01-20;0000783853;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;44,76;1,29;0,00;43,01;Pago;Sodexo Alimentação;2025-01-23;0000478922;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FREGUESIA Ó;1;50,24;1,45;0,00;48,27;Pago;Sodexo Alimentação;2025-01-20;0000461474;Sodexo alimentação;Banco Santander;2271;13004406;;1585181;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0002-88
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;92,44;2,66;0,00;88,83;Pago;Sodexo Alimentação;2025-01-18;0000779609;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;23,87;0,69;0,00;23,00;Pago;Sodexo Alimentação;2025-01-17;0000478853;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;33,72;0,97;0,00;32,40;Pago;Sodexo Alimentação;2025-01-22;0000528231;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO VALINHOS;1;22,97;0,66;0,00;22,07;Pago;Sodexo Alimentação;2025-01-18;0000727932;Sodexo alimentação;Banco Santander;2271;13004406;;2634390;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0042-75
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;32,90;0,95;0,00;31,70;Pago;Sodexo Alimentação;2025-01-17;0000488164;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MAUA;1;92,00;2,65;0,00;88,40;Pago;Sodexo Alimentação;2025-01-23;0000422325;Sodexo alimentação;Banco Santander;2271;13004406;;2335180;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0041-94
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE II;1;97,02;2,79;0,00;93,23;Pago;Sodexo Alimentação;2025-01-18;0000411096;Sodexo alimentação;Banco Santander;2271;13004406;;2923619;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0053-28
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;32,15;0,93;0,00;30,89;Pago;Sodexo Alimentação;2025-01-23;0000829747;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;185,00;5,33;0,00;177,76;Pago;Sodexo Alimentação;2025-01-20;0000801692;Sodexo alimentação;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;66,29;1,91;0,00;63,70;Pago;Sodexo Alimentação;2025-01-19;0000778500;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE II;1;71,00;2,04;0,00;68,23;Pago;Sodexo Alimentação;2025-01-19;0000411102;Sodexo alimentação;Banco Santander;2271;13004406;;2923619;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0053-28
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO INDAIATUBA;1;54,76;1,58;0,00;52,62;Pago;Sodexo Alimentação;2025-01-22;0000408292;Sodexo alimentação;Banco Santander;2271;13004406;;3069095;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0050-85
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ATIBAIA;1;161,07;4,64;0,00;154,77;Pago;Sodexo Alimentação;2025-01-21;0000448783;Sodexo alimentação;Banco Santander;2271;13004406;;1634305;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0018-45
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FRANCO DA ROCHA;1;13,22;0,38;0,00;12,74;Pago;Sodexo Premium Pass;2025-01-17;0000801652;Sodexo premium pass;Banco Santander;2271;13004406;;1585215;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0016-83
Conciliado Automático;2025-01-24;Sodexo;ROLDAO LIMEIRA                ;1;41,17;1,19;0,00;39,56;Pago;Sodexo Alimentação;2025-01-19;0000476690;Sodexo alimentação;Banco Santander;2271;13004406;;1724903;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0033-84
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPINAS;1;37,68;1,09;0,00;36,20;Pago;Sodexo Alimentação;2025-01-20;0000738699;Sodexo alimentação;Banco Santander;2271;13004406;;2271068;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0037-08
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CAMPO LIMPO;1;53,89;1,55;0,00;51,78;Pago;Sodexo Alimentação;2025-01-20;0000829694;Sodexo alimentação;Banco Santander;2271;13004406;;1585192;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0005-20
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO FREGUESIA Ó;1;40,68;1,17;0,00;39,20;Pago;Sodexo Alimentação;2025-01-17;0000760459;Sodexo alimentação;Banco Santander;2271;13004406;;1585181;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0002-88
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CIDADE DUTRA;1;90,07;2,59;0,00;86,55;Pago;Sodexo Alimentação;2025-01-19;0000783842;Sodexo alimentação;Banco Santander;2271;13004406;;1721697;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0030-31
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;154,44;4,45;0,00;148,80;Pago;Sodexo Alimentação;2025-01-16;0000437761;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ITÚ;1;60,11;1,73;0,00;57,76;Pago;Sodexo Alimentação;2025-01-19;0000713746;Sodexo alimentação;Banco Santander;2271;13004406;;2856208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0049-41
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;259,64;7,48;0,00;249,49;Pago;Sodexo Alimentação;2025-01-20;0000780860;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;58,21;1,68;0,00;55,93;Pago;Sodexo Alimentação;2025-01-22;0000482179;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MOOCA;1;16,78;0,48;0,00;16,13;Pago;Sodexo Alimentação;2025-01-22;0000457131;Sodexo alimentação;Banco Santander;2271;13004406;;1585185;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0003-69
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAI;1;21,00;0,60;0,00;20,18;Pago;Sodexo Alimentação;2025-01-18;0000792425;Sodexo alimentação;Banco Santander;2271;13004406;;1585196;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0008-73
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO BRASILANDIA;1;7,00;0,20;0,00;6,73;Pago;Sodexo Alimentação;2025-01-20;0000479623;Sodexo alimentação;Banco Santander;2271;13004406;;1634363;Voucher à Vista;Antecipado;Não Conciliado;2,86;1;05.800.256/0027-36
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;56,13;1,62;0,00;53,93;Pago;Sodexo Alimentação;2025-01-20;0000475861;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;287,09;8,27;0,00;276,60;Pago;Sodexo Alimentação;2025-01-17;0000779272;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO IPIRANGA;1;200,00;5,76;0,00;192,19;Pago;Sodexo Alimentação;2025-01-23;0000786753;Sodexo alimentação;Banco Santander;2271;13004406;;1585202;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0010-98
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;80,00;2,30;0,00;76,87;Pago;Sodexo Alimentação;2025-01-18;0000769798;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SOROCABA;1;28,47;0,82;0,00;27,43;Pago;Sodexo Alimentação;2025-01-17;0000744005;Sodexo alimentação;Banco Santander;2271;13004406;;1585218;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0017-64
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTOS;1;42,75;1,23;0,00;41,19;Pago;Sodexo Alimentação;2025-01-17;0000478837;Sodexo alimentação;Banco Santander;2271;13004406;;1716808;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0029-06
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO CUPECÊ;1;68,22;1,96;0,00;65,56;Pago;Sodexo Alimentação;2025-01-21;0000779634;Sodexo alimentação;Banco Santander;2271;13004406;;1585221;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0024-93
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTO AMARO - NAÇÕES;1;30,45;0,88;0,00;29,26;Pago;Sodexo Alimentação;2025-01-21;0000464032;Sodexo alimentação;Banco Santander;2271;13004406;;1585220;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0021-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO MARECHAL TITO;1;111,16;3,20;0,00;106,81;Pago;Sodexo Alimentação;2025-01-18;0000769795;Sodexo alimentação;Banco Santander;2271;13004406;;1585205;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0011-79
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO C.TIRADENTES;1;32,75;0,94;0,00;31,47;Pago;Sodexo Alimentação;2025-01-23;0000778536;Sodexo alimentação;Banco Santander;2271;13004406;;1605723;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0015-00
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SALTO;1;228,00;6,57;0,00;219,67;Pago;Sodexo Alimentação;2025-01-17;0000414499;Sodexo alimentação;Banco Santander;2271;13004406;;2786800;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0047-80
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO II;1;104,90;3,02;0,00;101,07;Pago;Sodexo Alimentação;2025-01-17;0000731467;Sodexo alimentação;Banco Santander;2271;13004406;;2378167;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0039-70
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO ATIBAIA;1;111,00;3,20;0,00;106,66;Pago;Sodexo Alimentação;2025-01-20;0000448769;Sodexo alimentação;Banco Santander;2271;13004406;;1634305;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0018-45
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAI;1;15,99;0,46;0,00;15,37;Pago;Sodexo Alimentação;2025-01-20;0000792436;Sodexo alimentação;Banco Santander;2271;13004406;;1585196;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0008-73
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAI;1;26,97;0,78;0,00;25,91;Pago;Sodexo Alimentação;2025-01-22;0000792458;Sodexo alimentação;Banco Santander;2271;13004406;;1585196;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0008-73
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;180,00;5,18;0,00;172,97;Pago;Sodexo Alimentação;2025-01-20;0000422453;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO SANTANA;1;17,98;0,52;0,00;17,27;Pago;Sodexo Alimentação;2025-01-21;0000737194;Sodexo alimentação;Banco Santander;2271;13004406;;2598127;Voucher à Vista;Antecipado;Não Conciliado;2,89;1;05.800.256/0043-56
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO OSASCO;1;32,67;0,94;0,00;31,39;Pago;Sodexo Alimentação;2025-01-21;0000482155;Sodexo alimentação;Banco Santander;2271;13004406;;1585189;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0004-40
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO PRAIA GRANDE;1;221,52;6,38;0,00;212,86;Pago;Sodexo Alimentação;2025-01-21;0000766126;Sodexo alimentação;Banco Santander;2271;13004406;;1585208;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0012-50
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO JUNDIAÍ III;1;322,00;9,27;0,00;309,41;Pago;Sodexo Alimentação;2025-01-18;0000721078;Sodexo alimentação;Banco Santander;2271;13004406;;2836544;Voucher à Vista;Antecipado;Não Conciliado;2,88;1;05.800.256/0052-47
Conciliado Automático;2025-01-24;Sodexo;ROLDÃO GUARUJA;1;33,43;0,96;0,00;32,13;Pago;Sodexo Alimentação;2025-01-21;0000828414;Sodexo alimentação;Banco Santander;2271;13004406;;1585214;Voucher à Vista;Antecipado;Não Conciliado;2,87;1;05.800.256/0014-11
